Date,bond_tr
1999-03-01,15.853109333630458
1999-04-01,15.981763228740151
1999-05-01,15.617310271578637
1999-06-01,15.273669485248558
1999-07-01,15.470725400680866
1999-08-01,15.375964218142862
1999-09-01,15.47435272962235
1999-10-01,15.33748448573091
1999-11-01,15.503696628908099
1999-12-01,15.3021090598483
2000-01-01,14.96818802294887
2000-02-01,15.197618422789045
2000-03-01,15.55812155731358
2000-04-01,15.93866797052991
2000-05-01,15.499967629915966
2000-06-01,15.955330923034431
2000-07-01,16.09375922062212
2000-08-01,16.429953394758023
2000-09-01,16.545684093118393
2000-10-01,16.69808911306789
2000-11-01,16.802403920057095
2000-12-01,17.47338137864903
2001-01-01,17.654664444937296
2001-02-01,17.810464365990814
2001-03-01,18.169104245978957
2001-04-01,17.895739576496275
2001-05-01,17.634643501974665
2001-06-01,17.85840857042751
2001-07-01,17.990522405863256
2001-08-01,18.433883735236254
2001-09-01,18.84718900858728
2001-10-01,19.154052877396595
2001-11-01,19.10782090557384
2001-12-01,18.5307136954344
2002-01-01,18.679443562663188
2002-02-01,18.94217431422857
2002-03-01,18.48420457132687
2002-04-01,18.662507612373876
2002-05-01,18.813722572307174
2002-06-01,19.220951092922338
2002-07-01,19.710676143568534
2002-08-01,20.382420077338043
2002-09-01,21.083211507846876
2002-10-01,21.03209018695465
2002-11-01,20.915113977153442
2002-12-01,21.019142177670606
2003-01-01,21.056089733237823
2003-02-01,21.379642188376955
2003-03-01,21.6041787177969
2003-04-01,21.410380978897365
2003-05-01,22.151750820294023
2003-06-01,22.653679453536817
2003-07-01,21.49320325986957
2003-08-01,20.753926676449844
2003-09-01,21.12327527549115
2003-10-01,21.16505781575688
2003-11-01,21.224016996361105
2003-12-01,21.35030048867153
2004-01-01,21.628711267931514
2004-02-01,21.823902346565944
2004-03-01,22.333568164656718
2004-04-01,21.465519779481937
2004-05-01,20.918422558100907
2004-06-01,20.984559883019983
2004-07-01,21.43951423659332
2004-08-01,21.888107683916953
2004-09-01,22.225461504253175
2004-10-01,22.355030431736896
2004-11-01,22.270997953662576
2004-12-01,22.278072547949453
2005-01-01,22.3742430547066
2005-02-01,22.541554952198123
2005-03-01,22.028998051783365
2005-04-01,22.386747792969427
2005-05-01,22.820185036545098
2005-06-01,23.153097117703055
2005-07-01,22.896227351412072
2005-08-01,22.830559970750723
2005-09-01,23.01990311347385
2005-10-01,22.625799480220813
2005-11-01,22.568296642081023
2005-12-01,22.776741900777353
2006-01-01,22.950625865562355
2006-02-01,22.765289594766358
2006-03-01,22.586400792464644
2006-04-01,22.204660134962797
2006-05-01,22.094263299204318
2006-06-01,22.18834803708676
2006-07-01,22.316386873794468
2006-08-01,22.765758596801895
2006-09-01,23.13707333939288
2006-10-01,23.210225324580758
2006-11-01,23.53442403762655
2006-12-01,23.697739901164397
2007-01-01,23.418977704833093
2007-02-01,23.58400717093374
2007-03-01,23.967950377375217
2007-04-01,23.816566265859745
2007-05-01,23.799206792373756
2007-06-01,23.251654181205545
2007-07-01,23.52637214231736
2007-08-01,24.214787097765495
2007-09-01,24.59004053352269
2007-10-01,24.663487692097625
2007-11-01,25.48704687748817
2007-12-01,25.676524166540368
2008-01-01,26.50123663148353
2008-02-01,26.58383215231832
2008-03-01,27.163607364480853
2008-04-01,26.86310925436933
2008-05-01,26.50744081071109
2008-06-01,26.122724124920584
2008-07-01,26.39942463140252
2008-08-01,26.741430396762034
2008-09-01,27.259320744708134
2008-10-01,27.076580039828343
2008-11-01,27.776411616447064
2008-12-01,30.392227906662942
2009-01-01,30.18821899250111
2009-02-01,29.334336583258082
2009-03-01,29.529419989958782
2009-04-01,29.32139708899424
2009-05-01,28.496849263925004
2009-06-01,27.554751887465258
2009-07-01,27.998865264896775
2009-08-01,28.013001659572467
2009-09-01,28.532862920724774
2009-10-01,28.637321912722495
2009-11-01,28.694507255047814
2009-12-01,28.324564647160063
2010-01-01,28.084424532015124
2010-02-01,28.263068615449946
2010-03-01,28.257851366871048
2010-04-01,28.069948915037948
2010-05-01,29.135228734405352
2010-06-01,29.748211572649254
2010-07-01,30.300424009481066
2010-08-01,31.170417138301293
2010-09-01,31.37452966077618
2010-10-01,31.741309713832788
2010-11-01,31.202921075291083
2010-12-01,29.857670210746342
2011-01-01,29.690938014995993
2011-02-01,29.307650307454463
2011-03-01,29.803490114022516
2011-04-01,29.764910294353985
2011-05-01,30.562864609202755
2011-06-01,31.07899988512736
2011-07-01,31.156697384840175
2011-08-01,33.07913424256581
2011-09-01,34.07265808818524
2011-10-01,33.61084890228808
2011-11-01,34.08796611079883
2011-12-01,34.23636981926138
2012-01-01,34.323478540584425
2012-02-01,34.379826251188554
2012-03-01,33.82098600171822
2012-04-01,34.24132450357408
2012-05-01,35.06244202516465
2012-06-01,35.68512869004572
2012-07-01,36.026330864210124
2012-08-01,35.57673565290433
2012-09-01,35.49713733962188
2012-10-01,35.45139461549953
2012-11-01,35.824216803053545
2012-12-01,35.645058650279516
2013-01-01,35.08166082535514
2013-02-01,34.91702372036273
2013-03-01,35.03709169406721
2013-04-01,35.72170924682971
2013-05-01,35.224336309836076
2013-06-01,34.11217454423855
2013-07-01,33.338283079088065
2013-08-01,32.9483950572722
2013-09-01,32.82578925116058
2013-10-01,33.43561140604923
2013-11-01,33.21992367363532
2013-12-01,32.781744084214736
2014-01-01,32.972470192609414
2014-02-01,33.472540895099215
2014-03-01,33.519373887232284
2014-04-01,33.62413483829367
2014-05-01,34.13341049617813
2014-06-01,34.0879557249936
2014-07-01,34.33859878913813
2014-08-01,34.768623945542124
2014-09-01,34.504888081460486
2014-10-01,35.26623438968131
2014-11-01,35.240863700260206
2014-12-01,35.68026732927497
2015-01-01,36.785727116980034
2015-02-01,36.512544583572875
2015-03-01,36.37686406785392
2015-04-01,36.76295766466971
2015-05-01,35.96566047596256
2015-06-01,35.52316477666882
2015-07-01,35.71747159008215
2015-08-01,36.2567771984508
2015-09-01,36.322341537218
2015-10-01,36.7094771734456
2015-11-01,36.152116646637744
2015-12-01,36.28387607060773
2016-01-01,36.83142118894333
2016-02-01,37.91050759394015
2016-03-01,37.589633647462435
2016-04-01,37.91912191031018
2016-05-01,37.97631658585823
2016-06-01,38.61644074422689
2016-07-01,39.16193035276974
2016-08-01,38.99505851413382
2016-09-01,38.795868159453015
2016-10-01,38.388664040820856
2016-11-01,37.12433377929598
2016-12-01,36.038709271467134
2017-01-01,36.30152041930166
2017-02-01,36.40670195883143
2017-03-01,36.28944126025151
2017-04-01,36.93276765634114
2017-05-01,37.00355546101579
2017-06-01,37.43214030278987
2017-07-01,37.07027147732985
2017-08-01,37.49985326168458
2017-09-01,37.602029814783194
2017-10-01,37.13940140041341
2017-11-01,37.244968868703864
2017-12-01,37.15472184689947
2018-01-01,36.64459456623109
2018-02-01,35.8355338770101
2018-03-01,35.982019871590815
2018-04-01,35.97508575808049
2018-05-01,35.72407241144475
2018-06-01,36.0245110628093
2018-07-01,36.17310397377379
2018-08-01,36.26022086584396
2018-09-01,36.00819138666824
2018-10-01,35.64140524107939
2018-11-01,35.824663284838266
2018-12-01,36.79077444006799
2019-01-01,37.25439014498661
2019-02-01,37.43454840822065
2019-03-01,37.87252755041627
2019-04-01,38.08479494386638
2019-05-01,38.5946788290282
2019-06-01,39.784860973181964
2019-07-01,39.88889422725694
2019-08-01,41.48458205392404
2019-09-01,41.27613005567748
2019-10-01,41.29711217471929
2019-11-01,40.981054550090676
2019-12-01,40.85787982769428
2020-01-01,41.28905146005965
2020-02-01,42.32146941841552
2020-03-01,44.8233566217458
2020-04-01,45.75159202882611
2020-05-01,45.7326968508057
2020-06-01,45.49413873366862
2020-07-01,46.001821418162805
2020-08-01,45.892388235596336
2020-09-01,45.78458890440654
2020-10-01,45.32609007407424
2020-11-01,45.00930347433989
2020-12-01,44.78494825141988
2021-01-01,44.18255505244175
2021-02-01,43.47443303098671
2021-03-01,42.103567514552466
2021-04-01,42.04474822716802
2021-05-01,42.17884597889905
2021-06-01,42.62062097044839
2021-07-01,43.45668451712181
2021-08-01,43.66576457404141
2021-09-01,43.346902156568845
2021-10-01,42.55418279896218
2021-11-01,42.68803738050158
2021-12-01,43.09523753177308
2022-01-01,41.99818256937667
2022-02-01,41.41341885416392
2022-03-01,40.73722520280056
2022-04-01,38.56934743265012
2022-05-01,38.16174398871085
2022-06-01,37.47514991224648
2022-07-01,38.32813287144705
2022-08-01,38.42075919255305
2022-09-01,36.48800641905976
2022-10-01,35.21475890511422
2022-11-01,35.585859385233455
2022-12-01,36.47587292564925
2023-01-01,36.85442990914605
2023-02-01,36.29643832445698
2023-03-01,36.67521374995512
2023-04-01,37.385765115067365
2023-05-01,37.15428173779743
2023-06-01,36.71631698809963
2023-07-01,36.38369110481784
2023-08-01,35.71033608827592
2023-09-01,35.23873830889629
2023-10-01,34.20469025006653
2023-11-01,35.130025810993516
2023-12-01,36.578079795297384
2024-01-01,36.58346564246178
2024-02-01,36.268792264156566
2024-03-01,36.396035277016644
2024-04-01,35.57168278359606
2024-05-01,35.872520239034635
2024-06-01,36.48299446592358
2024-07-01,36.78662621519103
2024-08-01,38.02262524877784
2024-09-01,38.60557244336398
2024-10-01,37.53169924306408
2024-11-01,36.881911938412046
2024-12-01,36.928904126066136
2025-01-01,36.36812101758508
2025-02-01,37.01597687548661
2025-03-01,37.64576245613558
2025-04-01,37.780032342229134
2025-05-01,37.49707547493094
2025-06-01,37.75276820868523
2025-07-01,37.86090825226384
2025-08-01,38.385864832734434
2025-09-01,38.94698753886668
2025-10-01,39.26682164073624
2025-11-01,39.30555297474426
2025-12-01,39.2827454697353
2026-01-01,39.19949567342367
2026-02-01,39.58559618405826
2026-03-01,39.3437014926385
2026-04-01,39.26520150485914
